label,mean_intensity,frame
11,1.081655868,116
12,4.331784105,116
13,1.663547249,116
14,2.56217573,116
15,5.516862648,116
16,2.887669189,116
17,6.53211743,116
18,5.715736268,116
19,4.978393556,116
20,6.704272893,116
21,4.609064216,116
22,6.189630859,116
23,4.473591259,116
24,5.718042396,116
25,2.090699924,116
26,2.475682273,116
27,4.298047037,116
28,4.928121912,116
29,3.642761548,116
30,4.690883396,116
1,2.285506622,117
2,6.128501403,117
3,0.934261618,117
4,2.522859304,117
5,2.933615652,117
6,6.255449846,117
7,4.168037265,117
8,5.705203957,117
9,1.258958543,117
10,1.883796494,117
11,1.074121587,117
12,4.347334793,117
13,1.572260061,117
14,2.659837981,117
15,5.602703242,117
16,2.906930719,117
17,6.517322647,117
18,5.723481106,117
19,5.059044549,117
20,6.629335215,117
21,4.62137954,117
22,6.146855616,117
23,4.431600269,117
24,5.732067933,117
25,2.027959763,117
26,2.419649089,117
27,4.265375587,117
28,4.988673535,117
29,3.646601291,117
30,4.751638336,117
1,2.36636195,118
2,6.036276935,118
3,0.906614522,118
4,2.510791852,118
5,2.837523212,118
6,6.139350353,118
7,4.198036886,118
8,5.738481272,118
9,1.308857933,118
10,1.965909415,118
11,1.044939934,118
12,4.383467687,118
13,1.511801472,118
14,2.625440554,118
15,5.595488777,118
16,2.844436737,118
17,6.455940385,118
18,5.732306866,118
19,5.026274979,118
20,6.673945722,118
21,4.558128034,118
22,6.080921122,118
23,4.438855813,118
24,5.695170914,118
25,1.939850438,118
26,2.342228412,118
27,4.182119613,118
28,4.965457888,118
29,3.722611536,118
30,4.78124682,118
1,2.385468552,119
2,6.008340919,119
3,0.959675297,119
4,2.541094703,119
5,2.795068178,119
6,6.112399986,119
7,4.270766683,119
8,5.732753258,119
9,1.361589212,119
10,1.915531027,119
11,1.082820388,119
12,4.396862438,119
13,1.404675226,119
14,2.631251795,119
15,5.533501569,119
16,2.786390295,119
17,6.509016155,119
18,5.698943486,119
19,5.031728983,119
20,6.691504078,119
21,4.47195265,119
22,5.980530557,119
23,4.489860602,119
24,5.711720863,119
25,1.892978286,119
26,2.274164434,119
27,4.158422758,119
28,4.969609346,119
29,3.672654419,119
30,4.775434309,119
1,2.334442132,120
2,5.937737709,120
3,0.968486958,120
4,2.507688658,120
5,2.770574983,120
6,6.112534826,120
7,4.267918459,120
8,5.749445806,120
9,1.38671746,120
10,1.92404874,120
11,1.092070792,120
12,4.369967633,120
13,1.346393585,120
14,2.657395707,120
15,5.588742735,120
16,2.723151441,120
17,6.476311231,120
18,5.694165096,120
19,5.005959345,120
20,6.665802297,120
21,4.418670547,120
22,6.004398525,120
23,4.482561278,120
24,5.710381376,120
25,1.860459062,120
26,2.263558948,120
27,4.078175565,120
28,5.050760116,120
29,3.710897458,120
30,4.80630928,120
1,2.379028833,121
2,5.888635187,121
3,0.958656669,121
4,2.594343337,121
5,2.673630356,121
6,6.006187503,121
7,4.300050937,121
8,5.789710507,121
9,1.340597314,121
10,2.01047184,121
11,1.182814027,121
12,4.404667619,121
13,1.29813006,121
14,2.695295655,121
15,5.558299103,121
16,2.657749992,121
17,6.478044827,121
18,5.766632124,121
19,5.056678067,121
20,6.635278516,121
21,4.343784567,121
22,5.899925632,121
23,4.439290341,121
24,5.667740761,121
25,1.824433988,121
26,2.19510368,121
27,4.054771469,121
28,5.067355073,121
29,3.773108409,121
30,4.864060211,121
1,2.379431894,122
2,5.806227392,122
3,1.03985692,122
4,2.551627723,122
5,2.60184939,122
6,5.937786029,122
7,4.286786856,122
8,5.766699626,122
9,1.348818604,122
10,2.006312992,122
11,1.188011464,122
12,4.402070609,122
13,1.221008185,122
14,2.698658085,122
15,5.552647359,122
16,2.576876368,122
17,6.516144368,122
18,5.721962304,122
19,5.029573027,122
20,6.636033174,122
21,4.273884391,122
22,5.852746341,122
23,4.459776407,122
24,5.689633829,122
25,1.752035556,122
26,2.089750328,122
27,4.006254782,122
28,5.017642719,122
29,3.718773571,122
30,4.807391267,122
1,2.397868192,123
2,5.820987035,123
3,1.051776604,123
4,2.641503218,123
5,2.553173937,123
6,5.877966204,123
7,4.324417116,123
8,5.729541307,123
9,1.440069317,123
10,2.063715303,123
11,1.199651374,123
12,4.422485376,123
13,1.229779526,123
14,2.725635723,123
15,5.537910121,123
16,2.531088122,123
17,6.53409384,123
18,5.719799295,123
19,5.042696965,123
20,6.613703456,123
21,4.263948554,123
22,5.745453885,123
23,4.412548782,123
24,5.715512485,123
25,1.669737343,123
26,2.005609859,123
27,3.927869057,123
28,5.023874906,123
29,3.80306646,123
30,4.895748322,123
1,2.393112918,124
2,5.728541005,124
3,1.057919266,124
4,2.657139344,124
5,2.52382507,124
6,5.790331968,124
7,4.306270835,124
8,5.772510042,124
9,1.42455531,124
10,2.037185295,124
11,1.182148249,124
12,4.497159329,124
13,1.165024719,124
14,2.727116893,124
15,5.564563569,124
16,2.407943913,124
17,6.450480946,124
18,5.682151149,124
19,5.002636225,124
20,6.640322573,124
21,4.122209588,124
22,5.669121342,124
23,4.427255341,124
24,5.701018178,124
25,1.587874093,124
26,1.939736146,124
27,3.855328193,124
28,5.05031744,124
29,3.837451272,124
30,4.853690568,124
1,2.470420737,125
2,5.674152416,125
3,1.097172335,125
4,2.669851085,125
5,2.411581375,125
6,5.743374838,125
7,4.372018638,125
8,5.706825573,125
9,1.434383906,125
10,2.03571352,125
11,1.190496175,125
12,4.535439846,125
13,1.043357738,125
14,2.763276801,125
15,5.579455622,125
16,2.403314625,125
17,6.479878383,125
18,5.728387564,125
19,5.061781166,125
20,6.684238519,125
21,4.088553422,125
22,5.630371992,125
23,4.454962808,125
24,5.634323172,125
25,1.525210346,125
26,1.879043415,125
27,3.787698291,125
28,5.090013705,125
29,3.869078364,125
30,4.860325991,125
1,2.479772286,126
2,5.622282097,126
3,1.118883663,126
4,2.622632734,126
5,2.332559517,126
6,5.680608235,126
7,4.364272768,126
8,5.692801106,126
9,1.4302656,126
10,2.122569961,126
11,1.267776887,126
12,4.565893173,126
13,1.050482793,126
14,2.810927586,126
15,5.547560001,126
16,2.356078742,126
17,6.48590952,126
18,5.734006906,126
19,5.047826107,126
20,6.614529926,126
21,4.018287722,126
22,5.613424374,126
23,4.414978126,126
24,5.665877357,126
25,1.513769738,126
26,1.865025542,126
27,3.770256914,126
28,5.178625025,126
29,3.883521324,126
30,4.895252733,126
1,2.454692339,127
2,5.530643487,127
3,1.12303062,127
4,2.669369611,127
5,2.323819054,127
6,5.586296706,127
7,4.385807266,127
8,5.710199574,127
9,1.503045874,127
10,2.113856785,127
11,1.259587653,127
12,4.552494707,127
13,0.9197878,127
14,2.817924656,127
15,5.56938863,127
16,2.265761102,127
17,6.475446541,127
18,5.734474021,127
19,5.051174824,127
20,6.631707679,127
21,3.971080898,127
22,5.490319518,127
23,4.490713988,127
24,5.64665436,127
25,1.367186658,127
26,1.749339117,127
27,3.645458838,127
28,5.157290741,127
29,3.847870152,127
30,4.973239672,127
1,2.49744919,128
2,5.427485004,128
3,1.155935736,128
4,2.685408113,128
5,2.273209182,128
6,5.595811675,128
7,4.426525028,128
8,5.723795893,128
9,1.554171087,128
10,2.097925481,128
11,1.254790893,128
12,4.528110208,128
13,0.872420464,128
14,2.828451241,128
15,5.576398003,128
16,2.189470307,128
17,6.474134271,128
18,5.749293051,128
19,4.982999404,128
20,6.680401401,128
21,3.905022722,128
22,5.509282518,128
23,4.478181374,128
24,5.655504012,128
25,1.400054274,128
26,1.715859296,128
27,3.634937574,128
28,5.158805379,128
29,3.894608235,128
30,4.957288041,128
1,2.580451212,129
2,5.411302445,129
3,1.162021629,129
4,2.715150577,129
5,2.139473924,129
6,5.49950417,129
7,4.475260937,129
8,5.740812813,129
9,1.584859258,129
10,2.171084382,129
11,1.313914216,129
12,4.54030519,129
13,0.80599941,129
14,2.888464658,129
15,5.577578892,129
16,2.120260462,129
17,6.443042226,129
18,5.696338117,129
19,4.992876298,129
20,6.688043307,129
21,3.849947302,129
22,5.378694846,129
23,4.50074412,129
24,5.722755738,129
25,1.306492365,129
26,1.696285393,129
27,3.576062787,129
28,5.230390895,129
29,3.86374125,129
30,5.024067565,129
1,2.533620893,130
2,5.356122325,130
3,1.18032864,130
4,2.707941291,130
5,2.09324401,130
6,5.479918139,130
7,4.40807359,130
8,5.751267651,130
9,1.565710669,130
10,2.170197426,130
11,1.276325484,130
12,4.631065333,130
13,0.758178853,130
14,2.923210522,130
15,5.51166332,130
16,2.096644417,130
17,6.506369221,130
18,5.703812247,130
19,4.994342638,130
20,6.655309992,130
21,3.75189667,130
22,5.317498373,130
23,4.475727443,130
24,5.635896119,130
25,1.248015017,130
26,1.590246663,130
27,3.482080978,130
28,5.206872999,130
29,3.901838981,130
30,5.009326348,130
1,2.544194271,131
2,5.313114543,131
3,1.194215781,131
4,2.812912879,131
5,2.02458618,131
6,5.423867332,131
7,4.504187359,131
8,5.780815309,131
9,1.580622387,131
10,2.199557441,131
11,1.324949204,131
12,4.627695963,131
13,0.687546902,131
14,2.929578528,131
15,5.592441491,131
16,2.042776714,131
17,6.481436801,131
18,5.75966298,131
19,4.9928709,131
20,6.679585585,131
21,3.730351304,131
22,5.25632219,131
23,4.50042089,131
24,5.654186862,131
25,1.124833413,131
26,1.578275036,131
27,3.41102342,131
28,5.213123309,131
29,3.905514299,131
30,4.979120709,131
1,2.59869014,132
2,5.224388147,132
3,1.227666387,132
4,2.794637401,132
5,1.987834719,132
6,5.302683534,132
7,4.470991427,132
8,5.740740138,132
9,1.557721973,132
10,2.205256056,132
11,1.359227958,132
12,4.651688898,132
13,0.653627214,132
14,2.907139756,132
15,5.552292042,132
16,2.003244951,132
17,6.457294739,132
18,5.773306996,132
19,5.051320794,132
20,6.648573368,132
21,3.645930632,132
22,5.182221162,132
23,4.461832008,132
24,5.663163726,132
25,1.124238153,132
26,1.519142529,132
27,3.370999105,132
28,5.295761479,132
29,3.94765087,132
30,5.068607115,132
1,2.66834999,133
2,5.138378269,133
3,1.188295314,133
4,2.789849688,133
5,1.942473722,133
6,5.291617524,133
7,4.506185141,133
8,5.739882301,133
9,1.624143694,133
10,2.262077201,133
11,1.347208172,133
12,4.688046685,133
13,0.589870956,133
14,2.968423983,133
15,5.532708319,133
16,1.894779646,133
17,6.519418709,133
18,5.692183209,133
19,4.968968457,133
20,6.625769475,133
21,3.584519932,133
22,5.202401584,133
23,4.466402614,133
24,5.693895198,133
25,1.056561078,133
26,1.413576585,133
27,3.277664395,133
28,5.306631373,133
29,4.023690943,133
30,5.027999125,133
1,2.614030552,134
2,5.100362642,134
3,1.28056196,134
4,2.819035489,134
5,1.91868607,134
6,5.219475168,134
7,4.484024609,134
8,5.694779038,134
9,1.627294402,134
10,2.282202654,134
11,1.450917867,134
12,4.700268279,134
13,0.59415193,134
14,2.929217864,134
15,5.530643161,134
16,1.88388828,134
17,6.518071434,134
18,5.728354889,134
19,4.973389977,134
20,6.6495931,134
21,3.518935032,134
22,5.159089302,134
23,4.504077858,134
24,5.68561696,134
25,0.965025975,134
26,1.408240902,134
27,3.219300818,134
28,5.326086524,134
29,3.990928985,134
30,5.115953878,134
1,2.67707866,135
2,5.056837381,135
3,1.299699317,135
4,2.844097671,135
5,1.857462295,135
6,5.208806762,135
7,4.531977964,135
8,5.693245892,135
9,1.670050103,135
10,2.290225345,135
11,1.393402236,135
12,4.733426462,135
13,0.449631716,135
14,2.947091725,135
15,5.554768122,135
16,1.811590732,135
17,6.486454522,135
18,5.700007559,135
19,4.993171465,135
20,6.667774933,135
21,3.537260966,135
22,5.08154622,135
23,4.470593667,135
24,5.654033739,135
25,0.930784386,135
26,1.358680448,135
27,3.174412236,135
28,5.312988241,135
29,4.032442192,135
30,5.073866249,135
1,2.706067146,136
2,5.036048152,136
3,1.235479772,136
4,2.879476931,136
5,1.80536767,136
6,5.093292432,136
7,4.572176561,136
8,5.744870733,136
9,1.668249289,136
10,2.249866681,136
11,1.405567892,136
12,4.675642107,136
13,0.409184495,136
14,2.98866271,136
15,5.595149864,136
16,1.794666075,136
17,6.467660425,136
18,5.684597251,136
19,4.985767275,136
20,6.704583479,136
21,3.454667178,136
22,4.989877224,136
23,4.409459409,136
24,5.648630897,136
25,0.942950907,136
26,1.274575453,136
27,3.132893695,136
28,5.360743687,136
29,4.039630547,136
30,5.111640713,136
1,2.67370902,137
2,4.982039154,137
3,1.335176799,137
4,2.89102552,137
5,1.732017204,137
6,5.09300458,137
7,4.547571124,137
8,5.733572598,137
9,1.673446647,137
10,2.34325201,137
11,1.432926147,137
12,4.76481286,137
13,0.353753843,137
14,3.054910323,137
15,5.544301469,137
16,1.712668533,137
17,6.501624632,137
18,5.711140268,137
19,4.988965939,137
20,6.616653246,137
21,3.428092251,137
22,4.953089922,137
23,4.47876103,137
24,5.655886594,137
25,0.862423199,137
26,1.209377005,137
27,3.11810177,137
28,5.319775263,137
29,4.062224194,137
30,5.173263298,137
1,2.74280698,138
2,4.916837743,138
3,1.285522191,138
4,2.951436855,138
5,1.737191211,138
6,5.042265219,138
7,4.61110317,138
8,5.773672776,138
9,1.678953342,138
10,2.346508002,138
11,1.509518853,138
12,4.795186153,138
13,0.36732212,138
14,3.018814991,138
15,5.581439285,138
16,1.667917052,138
17,6.466630573,138
18,5.692958696,138
19,5.045574297,138
20,6.66051756,138
21,3.394453964,138
22,4.928421538,138
23,4.496927622,138
24,5.682459753,138
25,0.805032762,138
26,1.196728784,138
27,3.108864498,138
28,5.379202303,138
29,4.133329827,138
30,5.212599371,138
1,2.726803739,139
2,4.939081481,139
3,1.32618717,139
4,2.929234086,139
5,1.659377058,139
6,4.97022204,139
7,4.67474474,139
8,5.705822695,139
9,1.72098874,139
10,2.3691492,139
11,1.495203386,139
12,4.758754461,139
13,0.269390813,139
14,3.020545588,139
15,5.516148584,139
16,1.633143662,139
17,6.461416152,139
18,5.749583241,139
19,5.022092637,139
20,6.642670128,139
21,3.348828181,139
22,4.935465349,139
23,4.485938778,139
24,5.659324569,139
25,0.730161205,139
26,1.195943347,139
27,3.006716953,139
28,5.440304679,139
29,4.086028149,139
30,5.17435971,139
1,2.773296089,140
2,4.863306118,140
3,1.38706619,140
4,2.998793619,140
5,1.672457516,140
6,4.916650663,140
7,4.612613079,140
8,5.692251903,140
9,1.719201459,140
10,2.355785148,140
11,1.529234494,140
12,4.814225765,140
13,0.30988254,140
14,3.04743128,140
15,5.554072381,140
16,1.612586171,140
17,6.510866824,140
18,5.731962475,140
19,4.966357044,140
20,6.66060932,140
21,3.290245267,140
22,4.827064572,140
23,4.46476408,140
24,5.726967041,140
25,0.756603823,140
26,1.130063942,140
27,3.038967602,140
28,5.39105601,140
29,4.139185229,140
30,5.240196417,140
1,2.793458557,141
2,4.791996179,141
3,1.348831434,141
4,3.004760394,141
5,1.603506098,141
6,4.933699412,141
7,4.69855791,141
8,5.734658614,141
9,1.74726675,141
10,2.4274549,141
11,1.494833896,141
12,4.801637324,141
13,0.242977292,141
14,3.140174904,141
15,5.605635324,141
16,1.599668546,141
17,6.441847883,141
18,5.692973381,141
19,5.008712254,141
20,6.612175695,141
21,3.247529911,141
22,4.841038888,141
23,4.473511104,141
24,5.678593313,141
25,0.721021615,141
26,1.048939382,141
27,3.006487054,141
28,5.46143548,141
29,4.13849913,141
30,5.196375702,141
1,2.803723134,142
2,4.747379316,142
3,1.434592227,142
4,2.96050903,142
5,1.521645928,142
6,4.911322751,142
7,4.683121023,142
8,5.713502593,142
9,1.848350751,142
10,2.432104184,142
11,1.516216191,142
12,4.886058304,142
13,0.213411761,142
14,3.137718816,142
15,5.583510491,142
16,1.479483403,142
17,6.447292206,142
18,5.679514093,142
19,5.00656847,142
20,6.641080686,142
21,3.215263618,142
22,4.780746689,142
23,4.505399931,142
24,5.638086392,142
25,0.681068463,142
26,1.068850394,142
27,2.975814293,142
28,5.451088168,142
29,4.122647561,142
30,5.278054533,142
1,2.779214723,143
2,4.724920378,143
3,1.456049023,143
4,3.05275758,143
5,1.549070606,143
6,4.841459135,143
7,4.727711369,143
8,5.694716174,143
9,1.814067571,143
10,2.390866151,143
11,1.577395696,143
12,4.813643635,143
13,0.189303845,143
14,3.119700684,143
15,5.527519559,143
16,1.449903923,143
17,6.438494176,143
18,5.759405639,143
19,4.977174505,143
20,6.691764965,143
21,3.214105903,143
22,4.739019998,143
23,4.415446961,143
24,5.705133431,143
25,0.643123763,143
26,1.0157284,143
27,2.936113502,143
28,5.426060976,143
29,4.185506106,143
30,5.283126042,143
1,2.873756076,144
2,4.710278689,144
3,1.443622459,144
4,2.991374778,144
5,1.490011703,144
6,4.850428113,144
7,4.708257737,144
8,5.762214566,144
9,1.842884473,144
10,2.440424988,144
11,1.634518745,144
12,4.888320642,144
13,0.126274216,144
14,3.16995023,144
15,5.556610858,144
16,1.514363949,144
17,6.453109678,144
18,5.696209375,144
19,5.033394156,144
20,6.665172324,144
21,3.17562891,144
22,4.730875308,144
23,4.473105235,144
24,5.665091319,144
25,0.61152439,144
26,1.008209429,144
27,2.864788184,144
28,5.518422428,144
29,4.237947436,144
30,5.256691067,144
1,2.842343913,145
2,4.681509466,145
3,1.413554353,145
4,3.081523189,145
5,1.505892434,145
6,4.805216356,145
7,4.718223384,145
8,5.700914037,145
9,1.897099229,145
10,2.508325301,145
11,1.661417189,145
12,4.867031793,145
13,0.108720289,145
14,3.18721869,145
15,5.529829187,145
16,1.45335489,145
17,6.44471436,145
18,5.739211598,145
19,5.035989696,145
20,6.6548364,145
21,3.190821112,145
22,4.672162799,145
23,4.434720522,145
24,5.697555684,145
25,0.607231472,145
26,1.002221365,145
27,2.815432484,145
28,5.479017483,145
29,4.18652848,145
30,5.287707192,145
1,2.848957838,146
2,4.667646609,146
3,1.461659659,146
4,3.057880628,146
5,1.427772407,146
6,4.820572532,146
7,4.738360499,146
8,5.750586687,146
9,1.929334346,146
10,2.444447015,146
11,1.601604038,146
12,4.941643539,146
13,0.104381569,146
14,3.220044406,146
15,5.547422803,146
16,1.445406207,146
17,6.537395596,146
18,5.712282125,146
19,5.0378693,146
20,6.638330658,146
21,3.176926664,146
22,4.728459442,146
23,4.470389792,146
24,5.660166228,146
25,0.554792486,146
26,0.963858275,146
27,2.848594544,146
28,5.545348005,146
29,4.203652448,146
30,5.290673965,146
1,2.854423581,147
2,4.664903354,147
3,1.514688618,147
4,3.127655811,147
5,1.425700366,147
6,4.756577301,147
7,4.749403513,147
8,5.717859712,147
9,1.908088981,147
10,2.555909087,147
11,1.666809771,147
12,4.908050627,147
13,0.119253408,147
14,3.197859644,147
15,5.584475113,147
16,1.419562196,147
17,6.466696356,147
18,5.737138528,147
19,5.038627072,147
20,6.639582403,147
21,3.093916434,147
22,4.660324828,147
23,4.46714311,147
24,5.689281165,147
25,0.612982777,147
26,0.981165867,147
27,2.834984746,147
28,5.510807148,147
29,4.232096496,147
30,5.335833657,147
1,2.929475441,148
2,4.64504039,148
3,1.571154624,148
4,3.146704128,148
5,1.485095141,148
6,4.816986467,148
7,4.780959069,148
8,5.707104342,148
9,1.951104999,148
10,2.547723762,148
11,1.72433651,148
12,4.934040005,148
13,0.072224737,148
14,3.281021267,148
15,5.583589192,148
16,1.371994774,148
17,6.45274216,148
18,5.710155297,148
19,4.96578526,148
20,6.648088294,148
21,3.081792954,148
22,4.699845041,148
23,4.421726436,148
24,5.709422041,148
25,0.569045517,148
26,0.963292221,148
27,2.855423371,148
28,5.616967548,148
29,4.313213435,148
30,5.337941901,148
1,2.958182663,149
2,4.712628464,149
3,1.556257439,149
4,3.160531079,149
5,1.417488262,149
6,4.751954818,149
7,4.848856417,149
8,5.727729889,149
9,1.922591799,149
10,2.562985183,149
11,1.691850897,149
12,4.97997884,149
13,0.058095024,149
14,3.245557905,149
15,5.529276748,149
16,1.434686858,149
17,6.461914985,149
18,5.68728389,149
19,5.061172058,149
20,6.693335222,149
21,3.126458573,149
22,4.629387557,149
23,4.427055417,149
24,5.725007665,149
25,0.5365342,149
26,0.947832888,149
27,2.865273791,149
28,5.571493278,149
29,4.329213042,149
30,5.402016912,149
1,2.91212509,150
2,4.630182712,150
3,1.539096524,150
4,3.178981663,150
5,1.477681835,150
6,4.759199873,150
7,4.89064362,150
8,3.769899315,150
9,1.940512173,150
10,2.546943591,150
11,1.756050285,150
12,5.042065334,150
13,0.142680955,150
14,3.304074294,150
15,3.598689042,150
16,1.4318078,150
17,4.531427916,150
18,3.700884935,150
19,3.047200854,150
20,4.706499471,150
21,3.092748471,150
22,4.717269991,150
23,2.46854371,150
24,3.658319505,150
25,0.549590356,150
26,0.900612251,150
27,2.815697832,150
28,5.585007438,150
29,4.333355361,150
30,5.457107707,150
1,2.981715693,151
2,4.677779557,151
3,1.596556817,151
4,3.150486613,151
5,1.425074412,151
6,4.73139955,151
7,4.903927207,151
8,3.728964095,151
9,1.970248229,151
10,2.564806924,151
11,1.706503347,151
12,4.991793356,151
13,0.051036529,151
14,3.256313673,151
15,3.565723529,151
16,1.391424748,151
17,4.489831381,151
18,3.697395791,151
19,3.056178147,151
20,4.653643689,151
21,3.067652048,151
22,4.644230714,151
23,2.419203747,151
24,3.665692486,151
25,0.58835993,151
26,0.972296962,151
27,2.802571585,151
28,5.59531469,151
29,4.343716305,151
30,5.378898193,151
1,2.973196045,152
2,4.673486289,152
3,1.607194865,152
4,3.148150708,152
5,1.468553182,152
6,4.743859764,152
7,4.91106815,152
8,3.764831702,152
9,2.017268663,152
10,2.654173648,152
11,1.806713311,152
12,5.005086001,152
13,0.136226276,152
14,3.312007002,152
15,3.54445914,152
16,1.397996529,152
17,4.474297169,152
18,3.721391869,152
19,2.967344307,152
20,4.649113435,152
21,3.161777432,152
22,4.720321612,152
23,2.43289884,152
24,3.678633433,152
25,0.531071246,152
26,0.989410797,152
27,2.793759541,152
28,5.697041349,152
29,4.405766326,152
30,5.451829338,152
1,3.035103827,153
2,4.741723559,153
3,1.651220946,153
4,3.200396878,153
5,1.48471914,153
6,4.795333824,153
7,4.873637985,153
8,3.702303367,153
9,2.038277186,153
10,2.609835151,153
11,1.808356274,153
12,5.086599763,153
13,0.145799142,153
14,3.329952351,153
15,3.556660269,153
16,1.462195834,153
17,4.525154505,153
18,3.744418312,153
19,3.059165857,153
20,4.694433228,153
21,3.106642333,153
22,4.724033816,153
23,2.489905307,153
24,3.724924274,153
25,0.555232293,153
26,0.920555842,153
27,2.786688444,153
28,5.693671584,153
29,4.413643607,153
30,5.475144097,153
1,3.008063271,154
2,4.669605841,154
3,1.603974551,154
4,3.197491392,154
5,1.481485811,154
6,4.785423155,154
7,4.911553624,154
8,3.767031879,154
9,2.021622041,154
10,2.677598516,154
11,1.847387462,154
12,5.080804113,154
13,0.111633291,154
14,3.369169892,154
15,3.566973836,154
16,1.400563675,154
17,4.477314386,154
18,3.704970541,154
19,3.046758831,154
20,4.652468683,154
21,3.191796574,154
22,4.754788741,154
23,2.439089903,154
24,3.722345476,154
25,0.608815786,154
26,0.970599696,154
27,2.852036084,154
28,5.716687378,154
29,4.43820813,154
30,5.529238396,154
1,3.079760482,155
2,4.716921822,155
3,1.689419357,155
4,3.269674129,155
5,1.479485714,155
6,4.860946221,155
7,4.933655647,155
8,3.713448069,155
9,2.02345917,155
10,2.659400246,155
11,1.840955826,155
12,5.141960751,155
13,0.114208853,155
14,3.342135156,155
15,3.562455764,155
16,1.500172775,155
17,4.471316216,155
18,3.679796927,155
19,3.049501892,155
20,4.664979968,155
21,3.189346265,155
22,4.724526126,155
23,2.455186768,155
24,3.641194619,155
25,0.591148216,155
26,0.966398769,155
27,2.875410892,155
28,5.712501826,155
29,4.458380215,155
30,5.508458131,155
1,3.069380323,156
2,4.796561442,156
3,1.687483305,156
4,3.254829073,156
5,1.492697222,156
6,4.801345674,156
7,4.947710734,156
8,3.75749405,156
9,2.093417883,156
10,2.654053553,156
11,1.829674576,156
12,5.085483776,156
13,0.137687193,156
14,3.433914747,156
15,3.555107214,156
16,1.460206566,156
17,4.458543611,156
18,3.73048367,156
19,2.975108716,156
20,4.632872317,156
21,3.216346306,156
22,4.771954926,156
23,2.500494786,156
24,3.645399773,156
25,0.661327601,156
26,1.038440362,156
27,2.924831011,156
28,5.730074228,156
29,4.46136578,156
30,5.53226782,156
1,3.144419867,157
2,4.812298007,157
3,1.749695928,157
4,3.337820201,157
5,1.500884615,157
6,4.863918636,157
7,4.994255686,157
8,3.746332892,157
9,2.063050924,157
10,2.661239756,157
11,1.90719238,157
12,5.155455189,157
13,0.219000386,157
14,3.39671977,157
15,3.556959991,157
16,1.519971768,157
17,4.475595041,157
18,3.739165883,157
19,3.039657781,157
20,4.684128404,157
21,3.186360003,157
22,4.762419159,157
23,2.429095661,157
24,3.681757708,157
25,0.621255677,157
26,1.061283891,157
27,2.918927756,157
28,5.713643654,157
29,4.462935608,157
30,5.545103038,157
1,3.084539043,158
2,4.837138609,158
3,1.707624024,158
4,3.324396468,158
5,1.557644427,158
6,4.889427893,158
7,5.016350581,158
8,3.782669209,158
9,2.128107669,158
10,2.73463404,158
11,1.860971021,158
12,5.134190395,158
13,0.243221991,158
14,3.462685551,158
15,3.524107901,158
16,1.583956818,158
17,4.469483795,158
18,3.774876983,158
19,3.061771647,158
20,4.662976982,158
21,3.219317403,158
22,4.773469024,158
23,2.445343354,158
24,3.642868718,158
25,0.714163053,158
26,1.032893547,158
27,2.989801001,158
28,5.77866572,158
29,4.523642001,158
30,5.544868269,158
1,3.124933664,159
2,4.814339383,159
3,1.756739077,159
4,3.362587397,159
5,1.625683765,159
6,4.8907438,159
7,5.018523878,159
8,3.728486989,159
9,2.159640711,159
10,2.797826269,159
11,1.886671675,159
12,5.146618603,159
13,0.290333597,159
14,3.495343062,159
15,3.587740001,159
16,1.591287349,159
17,4.505545755,159
18,3.737537014,159
19,3.033634712,159
20,4.690681606,159
21,3.281142434,159
22,4.832457492,159
23,2.46702653,159
24,3.666764878,159
25,0.677847305,159
26,1.13962546,159
27,2.994080212,159
28,5.76741334,159
29,4.549815047,159
30,5.543620832,159
1,3.122214461,160
2,4.842057924,160
3,1.806719778,160
4,3.313631888,160
5,1.690618033,160
6,4.937667942,160
7,5.038254276,160
8,3.696371256,160
9,2.180399728,160
10,2.757202086,160
11,1.943575345,160
12,5.219325582,160
13,0.342227212,160
14,3.491249626,160
15,3.560642742,160
16,1.601338145,160
17,4.46677363,160
18,3.72570719,160
19,3.022836118,160
20,4.687851424,160
21,3.282645709,160
22,4.841144865,160
23,2.481914646,160
24,3.647045328,160
25,0.70869146,160
26,1.106440105,160
27,3.051725553,160
28,5.860476304,160
29,4.47963499,160
30,5.598923767,160
1,3.223376551,161
2,4.93141161,161
3,1.743808021,161
4,3.406620949,161
5,1.723486121,161
6,5.006173492,161
7,5.105771,161
8,3.691670286,161
9,2.20572587,161
10,2.776047781,161
11,1.970066213,161
12,5.230391183,161
13,0.357249954,161
14,3.529190331,161
15,3.519574697,161
16,1.668426707,161
17,4.495535334,161
18,3.735930096,161
19,3.060342945,161
20,4.631278627,161
21,3.335557016,161
22,4.962352548,161
23,2.496546091,161
24,3.695810826,161
25,0.836832673,161
26,1.207646823,161
27,3.022100225,161
28,5.862459945,161
29,4.502449953,161
30,5.583357226,161
1,3.238681204,162
2,5.000064242,162
3,1.847319977,162
4,3.4327353,162
5,1.755551506,162
6,5.056675039,162
7,5.121884805,162
8,3.772440593,162
9,2.237704681,162
10,2.794777789,162
11,2.006515012,162
12,5.266545547,162
13,0.346221727,162
14,3.541328122,162
15,3.583082421,162
16,1.676450606,162
17,4.444404576,162
18,3.771379997,162
19,3.01007369,162
20,4.681341706,162
21,3.37973945,162
22,4.916352091,162
23,2.497928051,162
24,3.727156334,162
25,0.847723599,162
26,1.216198312,162
27,3.135383021,162
28,5.844141137,162
